dec 21st 2012 will be know not as the end of the world but the Babi Boom !  neutral 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 
Click over pictur to visit auction  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
It 's nice and sunshin here at The Kee Resort today you may know it from the look of these orchid near the. ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Bilbao flight book ! Excit times cant wait for a weekend with Littl Beth and Javi ! Roll on Novemb 29th e1  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
Stori The Houston premier tonight Bobbi Kristina who may or may NOT have gotten engag to her brother &lt Cat outta the bag  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
On anoth note I do n't like the DST make me feel like more of an alcohol Onc the sun sets it 's okay to drink ! Even if it 's 4pm.  negative 1 1 1 0 1 0 1 0 0 0 1 1 0 0 1 
On anoth note I do n't like the DST make me feel like more of an alcohol Onc the sun set it 's okay to drink ! Even if it 's 4pm  negative 1 1 1 0 1 0 1 0 0 0 1 1 0 0 1 
On anoth note I do n't like the DST make me feel like more of an alcohol Onc the sun set it 's okay to drink ! Even if it 's 4pm  neutral 1 1 1 0 1 0 1 0 0 0 1 1 0 0 1 
Summer Read Club Member Tomorrow is the last day to log ani more book  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Summer Read Club Member Tomorrow is the last day to log ani more book  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
TAIWAN Ten of thousand of peopl march through Taipei on Saturday to push for the legalis of same-sex. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
He go to the fair on Saturday &amp I 'm go to be out of town ! Mann BULLSHIT  negative 1 1 1 0 1 0 0 0 0 0 1 1 0 1 0 
I 'm realli sad I 'm not go to abl to celebr the 100th Anniversari of the Montreal Canadien for the 4th year in a row  negative 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 
Home open Saturday at 7 post-gam skate with team as they look for 2-0 start Ticket at Maverik Center and ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Home open Saturday at 7 post-gam skate with team as they look for 2-0 start Ticket at Maverik Center and | | U | |  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
The 1st Annual Doral Design District Intern Tast of the Art is almost here ! Enjoy yummi food from well. ||U||  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Who watch the Miss Teen USA pageant thi past Saturday ? Tell us your favorit moment Did you think Logan West would win the whole time ?  neutral 1 1 1 1 0 0 0 0 1 0 0 1 0 0 1 
But i \ u2019ll b go 2 sch on mon My sister need 2 take smth  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
The Appl Special Event Live broadcast it UP ! Shut all other apps/brows for maximum smooth ! ||U||  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
the 1st sentenc i said at the until definit wasnt in a Liverpudlian accent and i definitli didnt have to keep it for the whole transact  negative 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
the 1st sentenc i said at the until definit wasnt in a Liverpudlian accent and i definitli didnt have to keep it for the whole transact  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
I may not be a fan of the Spurs but they play some amaz basketbal  positive 1 1 1 1 0 0 1 0 0 0 0 1 0 0 0 
so what good deal can you give me ?  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Ben Howland impli he ha no interest in hoop coach job See LA Time ||U||  negative 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 
De La Soul 's song Buddi just made my Friday !  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
GOLF Junior Franco Castro had 10 birdi and a 64 -8 to tie the school record for a singl 18-hole round He wa tie for 3rd at -14  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Come On chelsea even bilbao handl unit and you are abl to handl so do it for me pleas  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Come On chelsea even bilbao handl unit and you are abl to handl so do it for me plea  negative 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Sir Terri Leahy the man behind Tesco 's success is speak at ||T|| in WGC tomorrow ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
||T|| DMU 1st year are bore you know...w may need to teach them Fuck 'em fuck 'em I 'm scream FUCK 'EM ! ! !  negative 0 1 1 0 1 0 0 0 0 0 1 1 0 1 1 
| | T | | DMU 1st year are bore you know...w may need to teach them Fuck 'em fuck 'em I 'm scream FUCK 'EM ! ! !  neutral 0 1 1 0 1 0 0 0 0 0 1 1 0 1 1 
The Cab is play on XM and I may or may not have just start flail  positive 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 
Ha. Then we must walk to everywhere. Can not take tram My cousin said can walk to vic market from our hotel  neutral 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
There are still ticket avail for the Mar 9 panel at Paleyfest Let 's make a sold out event ! Get ticket here ||U||  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
MT ||T|| Deir Ezzor Mahmud Aboud Alhaji wa martyr due to heavi shell on the citi 's neighborhood Wednesday 17 Octob  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
I liter shriek ` HELL YE !  positive 0 1 1 0 1 0 0 0 0 0 1 1 0 1 1 
Winchest Wednesday is almost here ! Are you readi for - CW Network at CW_network  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
||T|| ||T|| Bret Hart HBK and Vinc McMahon were now involv in the 2nd best screwjob ever  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
am interest in go out tonight say to chinatown/raffl ? ani object ?  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Tuesday June 12 is elect day in Virginia Pleas vote in the Republican Primari for Jami Radtk for U Senat ! ||U||  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
thank a lot i will rate you when i get home later  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| As far as I know it 's just an Australian Tour that Soundwav Tour as line up for Septemb but they are still wait on +  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
||T|| yeah all good Im back in college just finish off my degre in CIT so Ill be all done in May. then job time e1  positive 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 
| | T | | yeah all good Im back in colleg just finish off my degr in CIT so Ill be all done in May then job time e1  neutral 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 
Join the team at Eldora Speedway on Saturday for Famili Fun Night Matt Westfall Brad Hess and Jeff Babcock. ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Um Ben Tickl from Danc Academi just repli to me I may or may not be grin right now  neutral 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 
The best thing about thi weekend Go to the Edinburgh Derbi on Sunday  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Emma Stone in Miu Miu dress at Pari Fashion Week show match umbrella and lippi we applaud you ! ||U|| via ||T||  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Yup you got it I am so lone !  negative 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 
Ordinarili I do not let anyon els near my face with makeup  negative 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 
We need to feed you up on some Bangra music and then teach you the Indian Light Bulb Danc  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Yes it is us UFO Sight in Long Beach California on Octob 28th 2012 Saw a pulsat red fla. ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Ah June 6 ! Okay then I 'll just drive directli from Berlin to Rock Instant Messag Park haha  neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
Stacey Lynn Karen &amp all the team at Lough Ern Resort are in full swing get readi for thi weekend 's 15th. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Feder Reserv stand firm on bond-buy program The Feder Reserv said on Wednesday that it is stand firm. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| bruh Thursday after Thanksgiv break wa beyond off the map ! They set the standard high that night and I wa sober  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
| | T | | brother Thursday after Thanksgiv break wa beyond off the map ! They set the standard high that night and I wa sober  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
1st capit Canada Day 12 hour tell of the Odyssey Beirut and Mastodon at Bluesfest craft breweri tour  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Dave just enter the Cape Argu Pick and Pay Cycl Tour happen on Sunday 10 March 2013 !  neutral 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 
Lovat ! Are you readi for Demi Lovato 's 4th album ? e1  neutral 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 
Next Saturday the 1s are home to Lechlade whilst the 2s are at Trowbridg Match now start 30 minut earlier see p32 &amp p53 of Handbook  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
S.L ||T|| Back to Edmonton Canada ! ...who 's go ! Juli 21st muddafuggaz ! (Shannon Leto on. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
If Muslim like Mehdi Hasan are extremists who are the moder ? The implicit insidi messag there are n't ani ||U||  negative 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 
If Muslim like Mehdi Hasan are extremist who are the moder ? The implicit insidi messag there are n't ani | | U | |  positive 1 0 1 1 0 0 1 0 1 0 0 1 0 0 0 
||T|| Reagan nomin Sandra Day O'Connor to the Suprem Court &amp she becam the 1st Femal Justic ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| I 'm so excit omg Give them to Colton e1 Lol and I have cooki for you tomorrow  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Okay so chang of plan startin the Sydney dalton diet tomorrow becaus we couldnt get to the store yesterday  negative 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Anyth lor if they all go then i go lor.  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Do n't miss the new Ballet West realiti TV seri on the CW tomorrow ||U||  positive 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 
Do n't miss the new Ballet West realiti TV seri on the CW tomorrow | | U | |  neutral 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 
||T|| ||T|| C'mon Travi it 's all about the kids.  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
i have absolut confid in her  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
i have absolut confid in her  negative 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
i have absolut confid in her  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Come to Hot Jam with Suzann Friday Novemb 9 from 11 00 am to 1 00 pm ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
I 'm go to Nekromantix at El Plaza Condesa in Mexico City Mexico Sep 1 ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
RSVP HERE for 1/2 Way to St Patti 's Day thi Saturday ! Receiv discount drink ALL NIGHT for you &amp your guest ! ||U||  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
RSVP HERE for 1/2 Way to St Patti 's Day thi Saturday ! Receiv discount drink ALL NIGHT for you &amp your guest ! | | U | |  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
||T|| Are you go to go to Levi 's tomorrow ? ?  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
We tri to overthrow our Prime Minist but he went cri to the Governor Gener  negative 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Adult Summer Read Club end on August 4th Make sure to log your item befor the deadlin ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Dear ||T|| is it me or ha the sun shone ever sinc ||T|| confirm the Maillot Jaun on the TT.. ?  positive 1 0 1 1 0 0 0 0 1 0 0 1 0 0 1 
Reagan gone need me tomorrow she gone want some if my candi but I am a tell her Noo  negative 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Suck i cant go to the Nekromantix show OR the Brian Setzer Orchestra show tomorrow and saturday i realli want to go  negative 1 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
Suck i cant go to the Nekromantix show OR the Brian Setzer Orchestra show tomorrow and saturday i realli want to go  negative 1 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
Detail about NC State 's Saturday exhibit against Belmont Abbey Game will start 30 minut after footbal ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Nashvil had their big night tonight on nation TV Tomorrow we celebr Texas Oklahoma and Kansa on the. ||U||  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Nashvil had their big night tonight on nation TV Tomorrow we celebr Texa Oklahoma and Kansa on the | | U | |  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Nashvil had their big night tonight on nation TV Tomorrow we celebr Texa Oklahoma and Kansa on the | | U | |  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Go to the album sign on Wednesday at HMV in Newcastl ani one know if you go to the same place for the wrist band xxxxxxxx  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Report Michael Dyer stop in March with gun marijuana by unusu understand state trooper Sunday Arka. ||U||  negative 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Report Michael Dyer stop in March with gun marijuana by unusu understand state trooper Sunday Arka | | U | |  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Look forward to spin the leg out tomorrow Check out the profil of the bike cours from Ironman Wale ||U||  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Lol ye well everyon belov joe is make hi return  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
One class tomorrow done at 11 and then go home Readi to wit an Oklahoma upset on Saturday !  positive 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 
no lei...lviii mayb mean 28 ? aiya...i need to find out els I do n't know how to borrow that jornal  neutral 0 1 1 0 1 0 1 0 1 0 0 1 0 0 0 
Rehears with the Legendari De La Soul for Root Picnic sat.. Wowow ! ! !  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
Head up Galaxi S II can be wipe by just click a link other TouchWiz devic may also be vulner ||U|| /r  negative 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
The Vintag Club at Indian Well Rank 21st in the state by Golf Digest thi place wa so exclus when it. ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Dj Mix N Match spin live to air with z103.5 thi Wednesday Octob 31st at Citi Nightclub ! ||U||  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
||T|| met you at the W ESPi award Look forward to see you Sat on the red carpet -Bobbi Kimball Eddi mon ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Oy Don't expect to get a flag when you 're play like thi in the 2nd half okay Eddi Royal ?  negative 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Oy Do n't expect to get a flag when you 're play like thi in the 2nd half okay Eddi Royal ?  neutral 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 
Oy Do n't expect to get a flag when you 're play like thi in the 2nd half okay Eddi Royal ?  positive 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 
||T|| hi john Instant Messag interview antonio carluccio tomorrow what mushroom question will make a good one ? x  positive 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
| | T | | hi john Instant Messag interview antonio carluccio tomorrow what mushroom question will make a good one ? x  positive 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 
would a thief do someth thi danger and stupid  negative 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
I consid myself lucki I rare get PM unless I am alreadi hurt  positive 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
You may want to plant Bachelor 's Button http://t.co/40IvkjmX  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Sinc the TFAW thing is tomorrow should I do the Polish Festiv on Sunday to spread it out or just be out a long time on Saturday  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
||T|| ||T|| ||T|| Bia is preval at all level You do n't want 2 find yourself on the Bubbl on Select Sunday  negative 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 
Ben Solle LIVE at WFPK How To See the Sun Rise re-mast in HD ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Tomorrow do n't miss the parti at BARU Brickel &amp Doral I 'm work in Doral see you...do n't forget you halloween costume.  positive 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 
i am ok Don \ u2019t worri about me I know how to take care of myself you have to take good care How is your studi ? Busi and tire ? Rest well  positive 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 
i am okay Don \ u2019t worri about me I know how to take care of myself you have to take good care How is your studi ? Busi and tire ? Rest well  negative 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 
I have a 150 minut flight tomorrow morn I 'm go to sleep on the plane and listen to Yoko Kanno  negative 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Hey. are you go to quit soon ? Xuhui and i work till end of the month  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Tomorrow is KARWA CHOTH Delhi is go MAD !!!!!!!  positive 0 1 1 0 1 0 0 0 0 0 1 1 0 1 1 
I tell you when i done Should be soon  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
I tell you when i done Should be soon  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
||T|| ye May she not make troubl in T-ara and Dane too She still young like me -.  positive 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
Piss off with cabl televis for take away the CW Network Now I ca n't watch WWE saturday morn show vampir diaries etc ! Thi ruin me  negative 0 1 1 0 1 0 1 0 0 0 1 1 0 0 1 
||T|| can you pleas say to me for tomorrow or RT/follow me I love you DJ Malik  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Prez will claim on Monday that he got Koni as well termer  negative 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| hope the sun shine on you in Haltwhistl today Drum up ani support ? ?  positive 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
||T|| Robert Griffin the III 3rd The quarter back for Washington he 's a youngster but he 's SUPER good  positive 1 0 1 1 0 0 0 0 0 0 0 1 1 0 1 
Poor shot select ! ! And anoth bite in the dust Azhar ali gone Jame Pattinson get hi 2nd victim  negative 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 
OC folk see below If you are in Orang Counti tomorrow come to our Beacon Summer Olymp at La Palma. ||U||  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
OC folk see below If you are in Orang Counti tomorrow come to our Beacon Summer Olymp at La Palma | | U | |  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
With God all thing are possibl !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Whi would n't Tim Byrdak start the 8th with a heavi lefti lineup ? Make no sens Show with the homer  negative 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 
Whi would n't Tim Byrdak start the 8th with a heavi lefti lineup ? Make no sen Show with the homer  neutral 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 
My dear \ u002c i have finish meet too. Now go to nuh.  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| It wa air on Friday Oct 26 2012 at NHK I 'll tri to find the sourc ^ ^  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
IATS Picket Of 'Fashion Star Set To Resum Monday Deadlin With no talk started the union and the crew. ||U||  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
Imagin run from the Capitol to the White Hous 4 an answer from Lincoln dure the vote on the 13th Amend  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Thank ||T|| for come pass The Saga tonight ! Ca n't wait for Love Lee to drop Oct 16 ! ! ! ! !  positive 1 1 1 0 1 0 1 0 0 0 1 0 0 0 0 
High Pay Centr is host Busi in Crisi at tomorrow 6 30pm Juri Inn ||U|| with Jess Norman &amp Guy Opperman  neutral 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Reggi Wayn may be old but he still got it !  neutral 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
||T|| ||T|| Haha we 're off round Clayton now then the Rise Sun later !  neutral 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
I can recal 3 situat where chang plan becaus of tweet ! 1st is JR to replac king 2nd Brock interf in the Cena versu rock !  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
Just watch Friday 's About time Sam and McBain kiss ! Alway thought ||T|| had more chemistri with Michael Easton than Burton  neutral 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Have paid my respect today at the Remembr Servic for those who gave their tomorrow for our today Lest we forget  positive 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
VIDEO EXO-M 's Tudou interview + Luhan Chen sing What Is Love ! EXO-M 's latest interview with Tudou ! Pretti im. ||U||  neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Colleg Footbal Pick Saturday Parlay The Pac-12 the Big Ten and the Southeastern Confer all have intri. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Colleg Footbal Pick Saturday Parlay The Pac-12 the Big Ten and the Southeastern Confer all have intri | | U | |  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
I just want Friday to get here alreadi ! I 'm buy Resid Evil Oper Raccoon Citi ! e1  positive 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 
I just want Friday to get here alreadi ! I 'm buy Resid Evil Oper Raccoon Citi ! e1  positive 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 
I am not sure if anyon even check my journal to see if I post anymor  negative 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 
I am not sure if anyon even check my journal to see if I post anymor  positive 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 
Golf lesson will be avail with Gari at Bearsden golf rang from next Thursday,5pm onward Call the shop to book your lesson  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
hi \ u002c how is your mother and the oper \ u002c hope all is well pleas send my regard  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Show your LOVE for your local field &amp it might win an award ! Gallagh Park current 4th in Nation Award ||U||  positive 1 0 1 1 0 0 0 0 0 0 1 1 1 0 0 
announc Australian Tour Are you go to buy a ticket ? ||U||  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Hey It at e marina promenad rite ? That outdoor near marina sq ? Do you know about what time it end ?  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
i am go with her  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
TO DO LIST Kick of your Saturday night RIGHT with BEN SOLLE at U Street Music Hall ! ||U|| ||T|| ||T|| ||T||  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
NJEA Teacher 's Convention_ Nov 8th &amp 9th in Atlant Citi ha been cancel for the 1st time in it 158-year histori  negative 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 
NJEA Teacher 's Convention_ Nov 8th &amp 9th in Atlant Citi ha been cancel for the 1st time in it 158-year histori  neutral 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 
U know it 's go to be a good bachelor parti when you get the bar &amp the 1st song to come on is Blaze of Glori Bon Jovi  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Not bore at all - wrinkl do not get enough appreci  positive 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 
K Did you call me just now ah ?  neutral 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 
Okay so my famili is go to Queen Mari tomorrow i 'm realli scare of hunt hous and thi is a big Oh hunted. ||U||  negative 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
New HU with the cast of Sullivan &amp Son @stevebyrnel ||T|| ||T|| Lauria ||T|| Sat 11PM PT on Reelz ! ||U||  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
Thi is one of the greatest show ever made  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
The Netherland came out 2nd in the 4x100 relay at the London Grand Prix #wedoinggood  positive 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 
The Netherland came out 2nd in the 4x100 relay at the London Grand Prix  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Great weekend ! Bar Mitzvah at Knollwood and a photoshoot ! Is it weird that I 'm look forward to work on Monday ? :  positive 1 1 1 1 0 0 0 0 1 0 1 1 0 0 0 
New Batman come out tomorrow The Return of Joker There is a lot of thing on the web about Batman right now.. ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
I alway look forward to tuesday night just becaus Style To Rock is on  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Tom Bradi ha been name AFC Offens Player of the Week for the 22nd time bring him back up even with Peyton Man for most ever  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Tom Bradi ha been name AFC Offen Player of the Week for the 22nd time bring him back up even with Peyton Man for most ever  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
JUST IN Appl announc the iPhon 5 Wednesday at the Yerba Buena Center in San Francisco Rumor lead up to. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Japanes custom pay more for LNG accord to report Prior to the Great East Japan Earthquak of March 1. ||U||  negative 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 
||T|| your go to be the reason whi I fail thi HSPA tomorrow I know it  negative 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
| | T | | your go to be the reason whi I fail thi HSPA tomorrow I know it  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
||T|| Chri Rene is come to New Zealand Nov 5 6 an 7th ! DM ||T|| to get him in the studio !  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
Do n't forget to bring your Buddi Barrel back tomorrow ! It 's the last Sunday in our 4 week BGMC drive to build a school Vanuatu !  positive 1 0 1 1 0 0 1 0 0 0 1 1 0 0 1 
Do n't miss Splash Danc the nighttim pool parti ||T|| tomorrow with ||T|| ! ! ||U||  positive 1 0 1 1 0 0 1 0 0 0 1 0 0 0 0 
The Cab will be close Monday and Tuesday due to the weather condit of Hurrican Sandi We appreci your. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Thi is the onli weekend all month we wo n't be home at Maverik Center See you next Friday and Saturday to open 8-game home stand  neutral 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 
Thi is the onli weekend all month we wo n't be home at Maverik Center See you next Friday and Saturday to open 8-game home stand  neutral 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 
Although the rain is falling the sun is alway shine at Cheddar Almondsburi and Lechlad ! What is everyon up to today ?  positive 0 1 1 0 1 0 0 0 1 0 1 0 0 0 0 
Mehdi Hasan enrag Twitter on a Sunday ? C'mon at least give us a day off  negative 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Mehdi Hasan enrag Twitter on a Sunday ? C'mon at least give us a day off  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Mehdi Hasan enrag Twitter on a Sunday ? C'mon at least give us a day off  negative 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
All I said wa ` ` i do n't like you and you bring up everi wrong thing I have done sinc you met me  negative 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 
The Celtic celebr their new year on Nov 1 It mark the end of summer darker half of the year begin of cold winter  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
